Company/Brand,Sector,HeadQuarter,Year,Investor,Amount
FPL Technologies,Finance,Pune,2020,"Matrix Partners India, Sequoia Capital India, Hummingbird Ventures",10000000.0
Masai School,EdTech,Bangalore,2020,"Unitus Ventures, India Quotient, AngelList India",2500000.0
Mitron,Media,Bangalore,2020,Nexus Venture Partners,5000000.0
Daalchini,IoT,Bangalore,2020,Artha Venture Fund,669000.0
Suno India,Media,Bangalore,2020,Shobu Yarlagadda,0.0
LendingKart,Finance,Ahmedabad,2020,"Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient",16076000.0
Text Mercato,,Bangalore,2020,1Crowd,649600.0
Eden Smart Homes,IoT,Bangalore,2020,Inflection Point Ventures,0.0
GrayQuest,EdTech,Mumbai,2020,Foundation Holdings,1000000.0
BigHaat,Agritech,Bangalore,2020,"Ankur Capital, Beyond Next Ventures",2000000.0
CityCash,Finance,Mumbai,2020,Orios Venture Partners,1000000.0
HomeLane,Interior design,Chennai,2020,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs",1000000.0
HungerBox,Foodtech,Bangalore,2020,IIFL Income Opportunities Fund,6700000.0
DaveAI,AI,Bangalore,2020,Mumbai Angels Network,0.0
Eduvanz,Finance,Mumbai,2020,Sequoia India,5000000.0
ZipLoan,Finance,New Delhi,2020,Stride Ventures,2000000.0
DocSumo,AI,Mumbai,2020,"Better Capital, TechStars, Barclays.",220000.0
CUSMAT,AR/VR,Warangal,2020,"Venture Catalysts,  Raveen Sastry",0.0
Chingari,Media,Bangalore,2020,"AngelList India, Utsav Somani, Village Global, LogX Ventures, Jasminder Singh Gulati",1300000.0
Bolo Indya,Media,Gurugram,2020,"Eagle10 Ventures, India Accelerator, HNIs",300000.0
Data Sutram,AI,Kolkata,2020,"Uday Sodhi, Mitesh Shah, Nitin Jain",266500.0
Wobot Intelligence,AI,New Delhi,2020,Sequoia Capital India,2500000.0
DrinkPrime,Electronics,Bangalore,2020,Sequoia Surge,2879000.0
Infeedo,HR tech,Gurugram,2020,Y Combinator,700000.0
Probus Smart Things,IoT,New Delhi,2020,Unicorn India Ventures,0.0
CrowdPouch,Information Technology,Bangalore,2020,Elina Investments,0.0
Rebel Foods,Food,Mumbai,2020,Coatue Management,26500000.0
Hevo,Information Technology,Bangalore,2020,"Qualgro, Lachy Groom",8000000.0
BigSpoon Foods,Foodtech,Ahmedabad,2020,"Urmin Family Office, Lemonade Ventures, TrueValue Group MD Yash Shah",2000000.0
Chingari,Media,Bangalore,2020,"LogX Ventures, AngelList’s Utsav Somani, NowFloats’ Jasminder Singh Gulati, AL Trust (Vistra ITCL), Village Global.",1000000.0
ShareChat,Media,Bangalore,2020,"All About Inc, Beenext Pte Led, Beenos Asia, DG Ventures, Kanamori Assagement Singapore, Rebright Partners I, Rebright Partners II, Tetsuro Koda",351000.0
DatStop,Hospitality,New Delhi,2020,"Shabir Momin, OneDigital Entertainment,  Saurabh Pathak.",0.0
IPHM Services,Mental Health,Mumbai,2020,Indian Angel Fund,0.0
Wellcure,Healthtech,Gurugram,2020,Inflection Point Ventures,200000.0
VilCart,E-Commerce,Bangalore,2020,"N S Parthasarathy, Dilipkumar Khandelwal, Anand Nichani, Anath Ravi, Prashanth Prakash",0.0
Firescore,Gaming,Mumbai,2020,Crazy Labs,500000.0
BulBul,E-Commerce,Gurugram,2020,Info Edge,8700000.0
Toppr,EdTech,Mumbai,2020,Foundation Holdings,46761000.0
Pickright Technologies,Finance,Bangalore,2020,"Sanjay Mehta, Vikram Pandya, Gaurav Gupta, Vivel Srivatsav, Madhavi Bollipalli, Srinivas Paanem, Satish Bogullu",175000.0
Muse Wearables,Information Technology,Chennai,2020,Dr. Bhaskar Rao Bollineni,3000000.0
SATYA Microcapital,Finance,New Delhi,2020,BlueOrchard Finance Limited,9.6
WYN Studio,Media,Gurugram,2020,India Angel Fund,0.0
Fourth Partner Energy,Energy,Bangalore,2020,ResponsAbility Investments AG,15000000.0
Entri,EdTech,Kochi,2020,Good Capital,1700000.0
Snack Amor,Foodtech,Mumbai,2020,Dr Srinivas Chunduru,0.0
MPowered,SaaS,Gurugram,2020,"Ashok Nichani, Shelly Nichani",21000000.0
Leap Club,Social e-commerce,Gurugram,2020,Titan Capital,0.0
Ather Energy,Automobile,Bangalore,2020,Hero MotoCorp,11241000.0
Gigforce,HR tech,Bangalore,2020,Unitus Venture,804000.0
Vegrow,Agritech,Bangalore,2020,"Matrix Partners India, Ankur Capital",2500000.0
Finn,Finance,Bangalore,2020,"Unicorn India, PointOne Capital, Astir Ventures",0.0
Bijnis,B2B,Bangalore,2020,"Sequoia Capital India, Matrix Partners India, InfoEdge, Waterbridge Ventures",10000000.0
iNurture,EdTech,Bangalore,2020,BlackSoil Capital,1340000.0
StyleDotMe,Fashion,Gurugram,2020,Survam Partners,467000.0
Ripsey,Nutrition tech,Mumbai,2020,Ah! Ventures,133000.0
ThriveFNC,Health & Wellness,Pune,2020,Rajesh Ranavat,0.0
Vedantu,EdTech,Bangalore,2020,Coatue,100000000.0
Magicpin,,Gurugram,2020,Samsung Venture Investment Corporation,7000000.0
Procol,Agritech,New Delhi,2020,Sequoia Surge,3823000.0
Yumlane,Cloud Kitchen,Mumbai,2020,Jetty Ventures,1000000.0
Crio,EdTech,Bangalore,2020,021 Capital,934000.0
Openapp,IoT,Bangalore,2020,Unicorn India Ventures,500000.0
PumPumPum,Automobile,Gurugram,2020,LetsVenture Syndicate,293000.0
uFony Services Pvt ltd,EdTech,Pune,2020,Chennai Angels,0.0
Protinus Fashion Networking Pvt Ltd,Fashion,Mumbai,2020,SucSEED Ventures,0.0
Uable,EdTech,Bangalore,2020,3one4 Capital,0.0
ParkSmart,IoT,New Delhi,2020,Ah! Ventures,198000.0
Plum,Healthtech,Bangalore,2020,Incubate Fund,927000.0
IncNut Digital,E-Commerce,Hyderabad,2020,RPSG Ventures,4000000.0
GigIndia,Information Technology,Pune,2020,Incubate Fund India,971000.0
Specsmaker,Eye Wear,Chennai,2020,Eight Road Ventures,3060000.0
Piggy Ride,SaaS,Bangalore,2020,"JAFCO Asia, Artha Venture Fund",1862000.0
Chai Waale,Beverage,Chennai,2020,"Tharun Dhariwal, Sunil Kumar Singhvi, Arun Ostwal, Vishal Ostwal, Gunavanth Vaid, Bharat Kumar",232000.0
NOTO,Food,Mumbai,2020,WEH Ventures,0.0
Cuemath,EdTech,Bangalore,2020,Trifecta Capital,2888000.0
Cars24,Automobile,Gurugram,2020,Vivriti Capital,1328000.0
JetSynthesys,Information Technology,Pune,2020,"Adar Poonawalla, Kris Gopalakrishnan",40000000.0
Earth Energy EV,Automobile,Mumbai,2020,LR Joshi,0.0
Green Cure,Health & Wellness,New Delhi,2020,Venture Catalysts,0.0
Blue Sky Analytics,Data Intelligence,Gurugram,2020,"Beenext, Rainmatter CApital Pvt Ltd, Stanford Angels & Entrepreneurs",1200000.0
Edhusk,EdTech,Jaipur,2020,Mumbai Angel Network,0.0
Decentro,Finance,Bangalore,2020,Y Combinator,15500000.0
Zolostays,Co-living,Bangalore,2020,"Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital",56000000.0
Frontier Markets,E-Commerce,Jaipur,2020,"ENGIE RAssembleurs d'Energies, The Rise Fund, and The Singh Family Trusts,Teja Ventures, Beyond Capital Fund.",2250000.0
Brainwired,Agritech,Kerala,2020,"Kritik Abiram, Parthiv Rokadia, Gaurav Saraogi",0.0
Aye Finance,Finance,Gurugram,2020,Invest in Vision,16753000.0
Paper Boat,Food,Gurugram,2020,"Sofina Ventures, A91 Emerging fund, SCI Growth Investment II, Catamarann Ventures",3700000.0
Ken42,EdTech,Bangalore,2020,Turbostart,1470000.0
Forbidden Foods,Food,New Delhi,2020,"Globevestor, Secocha Ventures, First Cheque VC, Kashyap Deorah, Vijay Sivaram",1000000.0
Universal Sportsbiz,Fashion,Bangalore,2020,NB Ventures,530000.0
Gobbly,E-Commerce,Gurugram,2020,Sauce vc,500000.0
Aerostrovilos,Automobile,Chennai,2020,Mumbai Angels Network,0.0
Mitron,Media,Bangalore,2020,"3One4 Capital, LetsVenture",267000.0
Bulk MRO,B2B,Mumbai,2020,Stride Ventures,3344000.0
Inspektlabs,AI,New Delhi,2020,"Better Capital, Titan Capital",600000.0
Big Bang Boom Solutions,Cybersecurity,Chennai,2020,Mumbai Angels Network,1000000.0
Flinto,EdTech,Chennai,2020,Lightbox Ventures,7200000.0
Zetwerk,E-Commerce,Bangalore,2020,Greenoaks,21000000.0
ChitMonks,Finance,Hyderabad,2020,Unicorn India Ventures,650000.0
Walrus,Finance,Bangalore,2020,Better Capital,0.0
Arth Designbuild,Construction tech,Hyderebad,2020,"Startup-O, Eden Ventures",1100000.0
goDutch,Finance,Mumbai,2020,"Matrix India, Y Combinator, Global Founders Capital, Soma Capital, VentureSouq",1700000.0
Rusk Media,Digital Media,New Delhi,2020,"InfoEdge Venture Fund, Sprout Venture Partners",0.0
Bold Care,Health & Wellness,Mumbai,2020,"Rajesh Ranavat, Abhishek Shah, Sheetal Bahl, Manu Rikhye, Ashish Taneja, Kabir Kochhar, Mohit Satyanand",0.0
Samosa Party,Food,Bangalore,2020,Inflection Point Ventures,0.0
High Street Essentials,E-Commerce,New Delhi,2020,"SAIF Partners, India Quotient",2743000.0
BYJU'S,EdTech,Bangalore,2020,BOND,0.0
Slice,Finance,Bangalore,2020,Gunosy,6082000.0
Bombay Play,Gaming,Bangalore,2020,"Leo capital, Ramakant Sharma",1500000.0
Fullife,Healthtech,Mumbai,2020,Amansa Capital,6609000.0
Oziva,Nutrition,Bangalore,2020,Matrix Partners,5000000.0
Aye Finance,Finance,Gurugram,2020,"Capital G, Alphabet's Independent growth fund",27700000.0
Aether Biomedical,Health,New Delhi,2020,Chiratae Ventures,0.0
91springboard,Coworking,New Delhi,2020,"Pearl Brook Holdings Ltd, Al Nour International Holdings Co.",5940000.0
Yulu,Micro-mobiity,Bangalore,2020,Rocketship,3964000.0
Milkbasket,Logistics,Gurugram,2020,Inflection Point Ventures,5500000.0
MergerDomo,E-Commerce,Noida,2020,"Nadir Godrej, Individual Investors",197000.0
GoMechanic,Auto-tech,New Delhi,2020,Pawan Munjal,0.0
Milk Mantra,Food,Odisha,2020,US International Development Finance Corporation,10000000.0
Myglamm,Beauty,Mumbai,2020,"Tano India, L’Occitane, Bessemer",4327000.0
Drishti Technologies,AI,Bangalore,2020,Sozo Ventures,25000000.0
Instasolv,EdTech,Noida,2020,Undisclosed,2000000.0
GoldenPi,Finance,Bangalore,2020,Rainmatter Capital,459000.0
Peppermint,Robotics,Bangalore,2020,"Venture Catalysts, Naveen Kshatriya,",0.0
Sarva,Fitness,Mumbai,2020,Shikhar Dhawan,0.0
Jai Kisan,Finance,Mumbai,2020,"Arkam Ventures, Nabventures",3937000.0
Agro2o,Agritech,New Delhi,2020,Mumbai Angels Network,0.0
LetsTransport,Logitech,Bangalore,2020,Stride Ventures,1313500.0
GabbarDeals,E-Commerce,Pune,2020,Venture Catalysts,0.0
Crimson Healthcare,Med Tech,New Delhi,2020,Mumbai Angels Network,229800.0
Biomoneta,Life sciences,Bangalore,2020,"Beyond Next Ventures, ArthaVida Ventures, Dr Aniruddha Malpani",0.0
Edvizo,EdTech,Bangalore,2020,Inflection Point Ventures,150000.0
Servify,SaaS,Mumbai,2020,"Iron Pillar, Blume Ventures",11370000.0
Drum Food,Food,Mumbai,2020,"Danone Manifesto, Mousse Partners",5305000.0
Innoviti,SaaS,Bangalore,2020,"Entrepreneurial Development Bank, Bessemer Venture Partners",0.0
Jiffy ai,AI,Bangalore,2020,Nexus Venture Partners,18000000.0
Postman,Information Technology,Bangalore,2020,Insight Partners,150000000.0
F5,Retail Aggregator,Bangalore,2020,Venture Catalysts,0.0
Waycool,Agritech,Chennai,2020,Induslnd Bank,5500000.0
Myelin Foundry,Deep Tech AI,Bangalore,2020,Pratithi,0.0
Ameliorate Biotech,Biotech,Bangalore,2020,"PadUp, Villgro USA, Vinners, LetsVenture, SINE IIT Bombay, DERBI",264000.0
Hapramp,Blockchain,Gurugram,2020,Anand Mahindra,1000000.0
MyKaam,HrTech,Bangalore,2020,"Dr Apoorva Ranjan Sharma, Mrunal Jhaveri, Nirav Panchmatia, Vikas Kapoor, Karan Garg",0.0
HealthPlix,Healthtech,Bangalore,2020,"JSW Ventures, Chiratae Ventures, Kalaari Capital",6000000.0
YoloBus,Mobility/Transport,Gurugram,2020,Nexus Venture Partners,3300000.0
iNurture Education,EdTech,Bangalore,2020,Kimera Ltd,4000000.0
Pocket52,Gaming,Bangalore,2020,Gameskraft,1750000.0
QuaQua,Travel,Hyderabad,2020,Anthill Ventures,1000000.0
Crofarm,Agritech,New Delhi,2020,Smile group,1000000.0
Timios,Foodtech,Bangalore,2020,Rangsons Technologies,0.0
Wooden Street,E-Commerce,Jaipur,2020,IAN Fund,3000000.0
BankBazaar,Finance,Chennai,2020,WSV Capital,5967000.0
Rentmojo,Rental,Bangalore,2020,"Gautam Dalmia, Pratithi Investment Trust, Shri Investment",2980000.0
Credgencies,AI & Debt,Bangalore,2020,Titan Capital,1680000.0
Knorish,SaaS/Edtech,New Delhi,2020,100x VC,323000.0
LetsTransport,Logitech,Bangalore,2020,Black Soil,1326000.0
Vahak,Transport,Bangalore,2020,"Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran",0.0
Nutrova,Nutrition,Mumbai,2020,DSG Consumer Partners,0.0
Cube Wealth,SaaS,Mumbai,2020,"Beenext, Asuka Holding",500000.0
IVF Access,Healthtech,Bangalore,2020,Vertex Ventures SEA & India,5000000.0
Hoi Foods,Foodtech,New Delhi,2020,Crowd Fund,2000000.0
Ola Financial Services,Finance,Bangalore,2020,Matrix Partners,27000000.0
Awifs,Co-working,New Delhi,2020,"Bisque Limited, Link Investment Trust.",5200000.0
Dunzo,Logistics,Bangalore,2020,Undisclosed,55000000.0
Swiflearn,EdTech,Gurugram,2020,"Stellaris Venture Partners, Venture Highway",0.0
Remedo,Healthtech,New Delhi,2020,River Rock Ventures. Inflection Point Ventures,0.0
Blowhorn,Logistics,Bangalore,2020,Trifecta Capital,0.0
Toch,AI,Mumbai,2020,"Chinaccelerator, 9 Unicorns Fund, Inflection Point Ventures",1000000.0
Gram Cover,Insurtech,Noida,2020,"EMVC, Flourish, Omidyar Network India",0.0
Coin DCX,Cryptocurrency,Mumbai,2020,Polychain Capital,2500000.0
HomeCapital,Finance,Mumbai,2020,Varanium NexGen Fund,0.0
Euler Motors,Automotive tech,New Delhi,2020,Inventus III India Fund,2530000.0
Riskcovry,Insurtech,Mumbai,2020,"Bharat Inclusion Seed Fund, Varanium Capital, and Better Capital",0.0
NWNT (No Worry No Tension Healthcare),Healthtech,New Delhi,2020,Amit Burman,0.0
Voicezen,AI,Gurugram,2020,Bharti Airtel,0.0
Leap Club,,Gurugram,2020,"Whiteboard Capital, FirstCheque, Artha India Ventures, Sweta Rau, Deepak Abbot, Amrish Rau, Harpreet Singh Grover",340000.0
Credit Mantri,Finance,Chennai,2020,"IDG Ventures, Elevar Equity, Accion",792000.0
Xtracap,Finance,Gurugram,2020,Angel Investors,1000000.0
Tring,Media,Mumbai,2020,"Kalyan Krishnamurthy, Sujeet Kumar, Keshav Sanghi, Roman Saini, Sumit Jain, Hemesh Singh",0.0
Vakilsearch,Legal,Chennai,2020,Sujeet Kumar,0.0
Khatabook,Finance,Bangalore,2020,B Capital Group,60000000.0
LendingKart,Finance,Ahmedabad,2020,"Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient",11363000.0
Illumnus,EdTech,Bangalore,2020,Angel investors. HNI,100000.0
LetsTransport,Logitech,Bangalore,2020,Innoven Capital,1715000.0
Eggoz,Agritech,Bihar,2020,"Tracxn Labs, Angellist, Tri-Deep Capital",329000.0
Winuall,EdTech,Bangalore,2020,"Ankit Bhati, Nitin Gupta",0.0
Indian School Finance Company,Finance,Hyderabad,2020,Gray Matters Capital,5271000.0
Juicy Chemistry,,Bangalore,2020,Akya Ventures,650000.0
DeepTek,Healthtech,Pune,2020,GHV Accelerator,0.0
Stepathlon Lifestyle,Fitness,Mumbai,2020,"Josh Liberman, Mark Adams",0.0
Sindhuja Microcredit,Finance,Noida,2020,Nordic Microfinance Initiative,8700000.0
Rentmojo,Rental,Bangalore,2020,"Chiratae Ventures, Accel Partners, BCIP Venture Associates, Bain Capital, Renaud Laplanche",3226000.0
Tesco Charge Zone,EV,Gujarat,2020,Mumbai Angels Network,0.0
Intello Labs,"Supply chain, Agritech",Gurugram,2020,Saama Capital,5900000.0
SirionLabs,SaaS,Gurugram,2020,"Tiger Global, Avatar Growth Capital",44000000.0
Magicpin,,Gurugram,2020,Lightspeed Venture Partners,3879000.0
GroCurv,B2B,Gurugram,2020,Unicorn Investments Pte Ltd,0.0
Refrens,SaaS,Bangalore,2020,"Vijay Shekhar Sharma, Anupam Mittal",1000000.0
Shiprocket,Logitech,Bangalore,2020,"Tribe Capital, Innoven Capital, BII",13000000.0
Spyne,AI,Gurugram,2020,"Angellist, Smile Group, Manish Amin, Anil Goel, Anubhav Sonthalia, Deepak Mittal",0.0
Nykaa,E-Commerce,Mumbai,2020,Steadview capital,8800000.0
Docsapp,Healthtech,Bangalore,2020,"Bessemer Venture Partners India, Fusian Capital, Rebright Partners, Milliways Fund LLC",9500000.0
Phable,Healthtech,Bangalore,2020,Inflection Point Ventures,1000000.0
Generic Aadhaar,Pharma,Bangalore,2020,Ratan Tata,0.0
Nium,Finance,Bangalore,2020,"VisaVentures, BRI Ventures",0.0
Mintoak,Finance,Mumbai,2020,Pravega Ventures,2000000.0
VestSpace,Spacetech,Pune,2020,Next Capital,10000000.0
Blackbuck,Logistics,Bangalore,2020,Trifecta Venture,0.0
Vernacular ai,AI,Bangalore,2020,"Exfinity Ventures, IAN Fund",5100000.0
Clover,Agritech,Bangalore,2020,Alteria Capital,920000.0
Varthana,Finance,Bangalore,2020,ChrysCapital,15000000.0
Codeninja,SaaS,Bangalore,2020,"Hari Balasubramanian, EaSyndicate",0.0
MetaMerphoSys,Insurance technology,Pune,2020,Good Capital,0.0
Rooter,Gaming,New Delhi,2020,"Paytm, leAD Sports, Rockstud Capital, Founder Bank Capital",1700000.0
Aker Foods,Foodtech & Logistics,Pune,2020,Mumbai Angels Network,0.0
Sascan Meditech pvt ltd,Healthtech,Kerala,2020,Unicorn India Ventures,0.0
DailyHunt,Media,Bangalore,2020,Lupa India,35600000.0
Pratilipi,Media,Bangalore,2020,Tencent,9400000.0
Biryani By Kilo,Food,New Delhi,2020,"Devanshu Dolat Desai, Anand M Khatau, Debasish Priyadarshi Purohit, Kaushik Shanghvi",790000.0
Consure Medical,Healthtech,New Delhi,2020,"Accel Partners, Jungle Ventures",480000.0
Servify,,Mumbai,2020,Barkawi,250000.0
Tessol,Logistics,Mumbai,2020,1Funds Domestic Scheme,160000.0
Remedo,Healthtech,Noida,2020,RiverRock Ventures,0.0
News Reach,Media,Ahmedabad,2020,Mumbai Angels Network,0.0
RoomSoom,Housing,Noida,2020,Mumbai Angels Network,0.0
Pedagogy,EdTech,Bangalore,2020,Inflection Point Ventures,400000.0
Classplus,EdTech,New Delhi,2020,RTP Global,8200000.0
Medlife,Pharmaceutical,Bangalore,2020,Hero Fincorp,15500000.0
Qin1,EdTech,Noida,2020,Venture Catalysts,0.0
MYSUN,Information Technology,New Delhi,2020,Undisclosed,4257000.0
ShopX,E-Commerce,Bangalore,2020,Li and Fung,1410000.0
Sarva,Fitness,Bangalore,2020,"Mantra Capital, Patni Family",0.0
Expertrons,AI,Mumbai,2020,"Nikhil Vora, Iceland Venture Studio, LetsVenture, Samyakth Capital",0.0
NewsBytes,Digital Media,Gurugram,2020,North Base Media,1500000.0
Wagonfly,,Bangalore,2020,Investment Trust of India,500000.0
NIRA,Finance,Bangalore,2020,Angel investors,2100000.0
Convosight,Data Analytics,Hyderabad,2020,"IvyCap Ventures, Sequoia Capital",4000000.0
Fittr,Fitness,Pune,2020,"Sequoia Capital Surge, Better Capital",2000000.0
AsknBid,Investment Tech,Bangalore,2020,Ravikanth Reddy & Mumbai Angel Network,0.0
Bira91,Beverage,Bangalore,2020,"Sequoia Capital, Sofina",20000000.0
Finaureus Technologies,Finance,Pune,2020,Pinetree Capital,0.0
Daily Ninja,E-Commerce,Haryana,2020,Big Basket,349800.0
Guvi Geek Network Pvt Ltd,EdTech,Chennai,2020,Education Catalyst Fund,786000.0
LoadShare,Logistics,Bangalore,2020,CDC Group,2004000.0
Vedantu,EdTech,Bangalore,2020,KB Global Platform Firm,6800000.0
Indusface,Information Technology,Bangalore,2020,Tata Capital Growth Fund II,5000000.0
DMI Group,Finance,New Delhi,2020,NXC Corporation,123000000.0
Spintly,IoT,Goa,2020,Saltwater Venture Sparks,248000.0
Credr,Automobile,Mumbai,2020,Stride Ventures,0.0
Bijak,Agritech,Gurugram,2020,RTP Global,12000000.0
Bugworks,Biopharma,Bangalore,2020,"University of Tokyo Edge Capital, Global Brain Corporation",7500000.0
DrinkPrime,,Bangalore,2020,"Abhishek Goyal, Bharat Jaisinghani, FirstCheque",0.0
Yap,Finance,Chennai,2020,BeeNext,4500000.0
UzhavarBumi,Dairy,Tamil Nadu,2020,Angel Network,0.0
Tattva,Beauty & wellness,New Delhi,2020,"Sukhbir Singh, Rakhee Singal",150000.0
Pariksha,EdTech,Pune,2020,"INSEAD Angels, IIT Kanpur Angels, Sixth Sense Ventures, Saahil Bhatia",0.0
DailyHunt,Media,Bangalore,2020,"Bytedance, Falcon Edge, Goldman Sachs, Advent Management",24000000.0
NoBroker,Real Estate,Bangalore,2020,General Atlantic,30000000.0
Box8,Foodtech,Mumbai,2020,"IIFL Seed Ventures Fund, Menlo park",4000000.0
Capital Float,Finance,Bangalore,2020,"Ribbit Capital, SAIF Partners, Sequoia Capital India, Amazon",15000000.0
ITILITE,Travel & SaaS,Bangalore,2020,"Greenoaks Capital, Vy Capital. Matrix Partners India",13000000.0
Morning Context,Digital Media,Bangalore,2020,Angel investors,0.0
Aavenir,SaaS,Ahmedabad,2020,Accel,2000000.0
Savvy Co op,Healthcare,Bangalore,2020,Indie VC,0.0
BLive,Tourism & EV,Bangalore,2020,Mumbai Angels Network,0.0
Yellow Messenger,AI,Bangalore,2020,"Lightspeed Venture Partners, Lightspeed India Partners.",20000000.0
Toch,Media Tech,Bangalore,2020,Inflection Point Ventures,400000.0
Ewar,Gaming,Bangalore,2020,"Jindal Steels, Jeet Banerjee",200000.0
